"spp","ID","Nucleotide_diversity","TajimasD","D_pvalue","R2","R2_pvalue","Latitude","Longitude","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","trend.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","Nperiodes","N","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","Name","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Extent","NtempUnits","LogNtempUnits","Grain","ContinuousGrain","Quality","PrAb","StartF","ExtentF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","shift_sign","shift_vel_sign","lag","lag2","lag3","overlap_SA","dist_cent","dist_N","dist_S","dist_edge"
"Abraxas sylvata","A7_P1",0.00183008480880821,-3.97955613183953,6.90440571653683e-05,0.237421598848514,0.971717171717172,47.93,12.94,"Abraxas sylvata","A7","P1","LAT","LE","76",2,"km/year",38,0.9733563,NA,0.02990571,1973,2010,"TWO","OPPORTUNISTIC","yes",2,282,"large","occurrence-based",4.3648072279885,"other.animal","N",2,0.9733563,"pos","A7_P1","Betzholtz_al_2013_PRSLB","10.1098/rspb.2012.2305",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S28326","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Abraxas","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"pos","pospos",-1.0266437,-1.0266437,0,0,1673971.07446549,1607417.29548674,1346534.78720119,1679049.97829007
"Abrostola asclepiadis","A229_P1",0.00122041079487888,-1.38478621010609,0.166117848771931,0.153525956234875,0.515640766902119,58.96,17.55,"Abrostola asclepiadis","A229","P1","LAT","LE","234",5.57142857142857,"km/year",42,1.038539543,NA,0.031940981,1973,2014,"TWO","OPPORTUNISTIC","no",2,416,"large","occurrence-based",4.36480723892521,"other.animal","N",5.57142857142857,1.038539543,"pos","A229_P1","Forsman_al_2016_SR","10.1038/srep36265",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S20550","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abrostola","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"pos","pospos",-4.53288902842857,-4.53288902842857,0,1,431874.496754766,1135127.76263736,477427.378287352,538496.259371313
"Abrostola asclepiadis","A7_P1",0.00122041079487888,-1.38478621010609,0.166117848771931,0.153525956234875,0.515640766902119,58.96,17.55,"Abrostola asclepiadis","A7","P1","LAT","LE","0",0,"km/year",38,0.973356303,NA,0.029905708,1973,2010,"TWO","OPPORTUNISTIC","yes",2,282,"large","occurrence-based",4.36480723892521,"other.animal","N",0,0.973356303,"pos","A7_P1","Betzholtz_al_2013_PRSLB","10.1098/rspb.2012.2305",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S28114","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abrostola","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"neg","negpos",0.973356303,0.973356303,0,1,431874.496754766,1135127.76263736,477427.378287352,538496.259371313
"Abrostola tripartita","A129_P2",0.00587753365445047,-3.03800492948603,0.0023815005887777,0.0626965245681275,0.00100704934541793,49.18,12.2,"Abrostola tripartita","A129","P2","LAT","LE","61",2.9047619047619,"km/year",21,0.315374023,NA,0.017764722,1970.5,1990.5,"TWO","PROCESSED","no",2,1573,"large","occurrence-based",3.44492549907367,"other.animal","N",2.9047619047619,0.315374023,"pos","A129_P2","Mason_al_2015_BJLS","10.1111/bij.12574",-2.67353,54.05248,228277.63,879.94,1749,0,1749,153.28,879.94,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.94e+03,1.97e+03]","[33.8,880]","(4.85,31.3]","(1.33e+03,4.43e+03]","S4760","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abrostola","Insect","T",-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"pos","pospos",-2.5893878817619,-2.5893878817619,0,0,1160959.42908338,1463497.79354576,1260960.92039571,1196113.16894834
"Abrostola tripartita","A229_P1",0.00587753365445047,-3.03800492948603,0.0023815005887777,0.0626965245681275,0.00100704934541793,49.18,12.2,"Abrostola tripartita","A229","P1","LAT","LE","321",7.64285714285714,"km/year",42,1.038539543,NA,0.031940981,1973,2014,"TWO","OPPORTUNISTIC","no",2,416,"large","occurrence-based",4.36480723892521,"other.animal","N",7.64285714285714,1.038539543,"pos","A229_P1","Forsman_al_2016_SR","10.1038/srep36265",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S20511","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abrostola","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"pos","pospos",-6.60431759985714,-6.60431759985714,0,0,1543535.4769192,1463497.79354576,1260960.92039571,1548026.00641247
"Abrostola triplasia","A229_P1",0.00176559985696406,-2.03151053306243,0.0422032321458146,0.15815313811859,0.722334004024145,48.16,11.48,"Abrostola triplasia","A229","P1","LAT","LE","0",0,"km/year",42,1.038539543,NA,0.031940981,1973,2014,"TWO","OPPORTUNISTIC","no",2,416,"large","occurrence-based",4.36480723892521,"other.animal","N",0,1.038539543,"pos","A229_P1","Forsman_al_2016_SR","10.1038/srep36265",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"very_large",4,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S20569","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abrostola","Insect","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"neg","negpos",1.038539543,1.038539543,0,0,1663894.08252185,2380785.0363018,807932.90922757,1667818.19000631
"Acalles camelus","A34_P1",0.0239996024356811,-2.09740310020403,0.035957906887534,0.110588895070817,0.182092555331992,45.31,5.75,"Acalles camelus","A34","P1","ELE","LE","477",4.56459330143541,"m/year",104.5,0.122997677,2.83193216,0.015395825,1903,2006.5,"TWO","OPPORTUNISTIC","no",2,654,"small","occurrence-based",-4.9140771206328,"other.animal","N",4.56459330143541,2.83193216,"pos","A34_P1","Bassler_al_2013_PLoSONE","10.1371/journal.pone.0065842",13.46224,48.91963,59.85,10.33,747.67,622.19,1369.86,1113.49,747.67,2,0.693147180559945,"small",1,"RAW","occurrence","[1.8e+03,1.94e+03]","[33.8,880]","[1.54e-05,4.85]","(277,1.33e+03]","S25061","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Acalles","Insect","T",13.46224319,48.9196343,13.4108323721163,48.9722603325484,13.5192182217436,48.8743775607759,"pos","pospos",-1.73266114143541,-1.73266114143541,0,0,709106.711556593,708997.507990988,710063.841306656,732848.449152127
"Acalypha virginica","A243_P1",0,-5.11952067920406,3.06313182191476e-07,0.0722222222222222,0.00102986611740474,45.54,-73.15,"Acalypha virginica","A243","P1","ELE","LE","14.92819797",14.92819797,"m/year",21,0.408644090032211,5.89618115342723,0.0320405078970866,1989,2009,"CONTINUOUS","OPPORTUNISTIC","yes",21,1334,"small","occurrence-based",-2.98573966159586,"vascular.plant","N",14.92819797,5.89618115342723,"pos","A243_P1","Dainese_al_2017_NCC","10.1038/nclimate3337",10.86565,45.7178,437.01,32.19,2057.39,33.45,2090.85,1425.5,2057.39,21,3.04452243772342,"small",1,"RAW","occurrence","(1.99e+03,2.01e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","(277,1.33e+03]","S21474","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Acalypha","Plant","T",10.86565216,45.71780076,10.9287947224985,45.8703854717122,10.8333932800759,45.5722859241561,"pos","pospos",-9.03201681657277,-9.03201681657277,0,0,6223156.82480814,6218151.98645006,6229771.3880293,6210339.00396682
"Acanthaluteres vittiger","A112_P1",0.00325792282859072,-3.23629046492346,0.00121094093622314,0.172255369844163,0.897590361445783,-38.6833,146.333,"Acanthaluteres vittiger","A112","P1","LAT","LE","0.00893",0.0764717115384615,"km/year",13,-0.581520738,NA,0.021900266,1994,2006,"TWO","PROCESSED","no",2,145,"small","occurrence-based",0.659946780778436,"vertebrate","S",0.0764717115384615,-0.581520738,"neg","A112_P1","Stuart-Smith_al_2010_GCB","10.1111/j.1365-2486.2009.01955.x",147.09627,-42.26813,17727.15,351.61,NA,NA,NA,NA,351.61,2,0.693147180559945,"small",1,"RESURVEYED","occurrence","(1.99e+03,2.01e+03]","[33.8,880]","[1.54e-05,4.85]","(99,277]","S2229","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","Fish","M",147.09627387,-42.26812645,144.740677569614,-40.5613072496298,146.709608269606,-43.7459314397841,"pos","posneg",0.657992449538461,0.581520738,0,0,403295.064484575,249326.056272724,563130.982200683,417485.997460863
"Acanthis flammea","A113_P1",0.00197763513203618,-3.09457064099276,0.0019709799259771,0.003515541632212,0,-40.45,172.33,"Acanthis flammea","A113","P1","LAT","O","90.65",2.518056,"km/year",36,2.348407,NA,0.03828653,1976,2011,NA,"PROCESSED","yes",4,94,"large","abundance-based",4.13364796426425,"vertebrate","N",2.518056,2.348407,"pos","A113_P1","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,4,1.38629436111989,"very_large",4,"RESURVEYED","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S2276","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"pos","pospos",-0.169649,-0.169649,0,0,16557074.4266934,16129592.6312975,16992290.6000775,16580124.2776113
"Acanthis flammea","A113_P2",0.00197763513203618,-3.09457064099276,0.0019709799259771,0.003515541632212,0,-40.45,172.33,"Acanthis flammea","A113","P2","LAT","O","34.701",3.154636,"km/year",11,0.752779,NA,0.01142942,1976,1986,"TWO","PROCESSED","yes",2,94,"large","abundance-based",4.13364796426425,"vertebrate","N",3.154636,0.752779,"pos","A113_P2","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,2,0.693147180559945,"very_large",4,"RESURVEYED","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S2398","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"pos","pospos",-2.401857,-2.401857,0,0,16557074.4266934,16129592.6312975,16992290.6000775,16580124.2776113
"Acanthis flammea","A113_P3",0.00197763513203618,-3.09457064099276,0.0019709799259771,0.003515541632212,0,-40.45,172.33,"Acanthis flammea","A113","P3","LAT","O","3.729",0.3729,"km/year",10,6.929532,NA,0.1109242,1986,1995,"TWO","PROCESSED","yes",2,94,"large","abundance-based",4.13364796426425,"vertebrate","N",0.3729,6.929532,"pos","A113_P3","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,2,0.693147180559945,"very_large",4,"RESURVEYED","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S2542","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"pos","pospos",6.556632,6.556632,6.556632,0,16557074.4266934,16129592.6312975,16992290.6000775,16580124.2776113
"Acanthis flammea","A113_P4",0.00197763513203618,-3.09457064099276,0.0019709799259771,0.003515541632212,0,-40.45,172.33,"Acanthis flammea","A113","P4","LAT","O","52.823",4.401917,"km/year",12,1.394681,NA,0.02487665,1995,2006,"TWO","PROCESSED","yes",2,94,"large","abundance-based",4.13364796426425,"vertebrate","N",4.401917,1.394681,"pos","A113_P4","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,2,0.693147180559945,"very_large",4,"RESURVEYED","abundance","(1.99e+03,2.01e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S2619","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"pos","pospos",-3.007236,-3.007236,0,0,16557074.4266934,16129592.6312975,16992290.6000775,16580124.2776113
"Acanthis flammea","A113_P5",0.00197763513203618,-3.09457064099276,0.0019709799259771,0.003515541632212,0,-40.45,172.33,"Acanthis flammea","A113","P5","LAT","O","-5.336",-0.8893333,"km/year",6,5.460747,NA,0.0935116,2006,2011,"TWO","PROCESSED","yes",2,94,"large","abundance-based",4.13364796426425,"vertebrate","N",0.8893333,5.460747,"pos","A113_P5","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,2,0.693147180559945,"very_large",4,"RESURVEYED","abundance","(1.99e+03,2.01e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S2732","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"neg","negpos",6.3500803,5.460747,0,0,16557074.4266934,16129592.6312975,16992290.6000775,16580124.2776113
"Acanthis flammea","A122_P1",0.00197763513203618,-3.09457064099276,0.0019709799259771,0.003515541632212,0,-40.45,172.33,"Acanthis flammea","A122","P1","LAT","O","30.7",0.7675,"km/year",40,1.960697,NA,0.03284793,1966,2005,"CONTINUOUS","PROCESSED","no",40,290,"large","abundance-based",7.00895987073912,"vertebrate","N",0.7675,1.960697,"pos","A122_P1","NationalAudubonSociety_2009","n/a",-100.59804,42.16185,10089821.86,4085.43,5835.83,0,5835.83,671.75,4085.43,40,3.68887945411394,"large",3,"RESURVEYED","abundance","(1.94e+03,1.97e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S4246","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Bird","T",-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,"pos","pospos",1.193197,1.193197,1.193197,0,12658681.0514914,16129592.6312975,16992290.6000775,12771393.6674994
"Acanthis flammea","A133_P1",0.00197763513203618,-3.09457064099276,0.0019709799259771,0.003515541632212,0,-40.45,172.33,"Acanthis flammea","A133","P1","ELE","O","-12",-1.090909,"m/year",11,-0.44185,11.19409,0.06139881,1987,1997,"TWO","PROCESSED","no",2,51,"small","occurrence-based",-0.608120972715339,"vertebrate","N",1.090909,11.19409,"pos","A133_P1","Reif_Flousek_2012_Oikos","10.1111/j.1600-0706.2011.20008.x",15.68232,50.7369,4274.74,53.52,1361.6,178.44,1540.04,308.29,1361.6,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.99e+03,2.01e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S6953","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Bird","T",15.68232454,50.73690036,14.9785452856365,50.992564795429,16.3814963460795,50.4785615850492,"neg","negpos",12.284999,11.19409,0,0,17878234.9553105,16129592.6312975,16992290.6000775,17905156.6375435
